Maine                            20  143         337               99.5183267           0   746    12     9     1     4     1     3    2314783  99.1705330         33701   2   1  24   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   2   2   2   2   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1  10   1   1   1   2   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   2   2   1   1   1   3   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   2   1   1   2   1   1   1   1   1   2   2   2  10   1   1   1   1   1   1   1   2   2   2   2   1   2   1   1   1   2   2   2   1   2   2   2   3   1   1   1   1   2   1   1   1   1   1   1   1   1   1   2   1   1   1   1   1  11   1   1   1   1   1   1   1   1   2   1   1   1   1   1   1   1   1   2   1   1   1   1   1   1   2   2   1   2   2   2   2   A   A   A   A   A   A   1   1   1   1   1   1   1   1   1   1   2   1   1   2   1   2   2   2   2   1   1   2   2   1   2   2   1   1   2   1   1   1   1   1   1   1   2   1   1   2   1   1   1   A   A   A   1   1   2   1   1   1   2   2   2   1   1   2   1   1   2   1   2   1   2   1   1   1   1   2   2   2   2   2   2   2   2   2   2   2   2   A   1   2   2   2   2   2   1   2   1   1   1   1   2   1   2   2   2   1   1   1   1   1   1   1   1   1   2   1   1   1   2   1   1   2   4   3   3   1   1   3   3   4   1   2   1   1   A   A   A   A   A   A   A   A   A   1   3   2   2   1   2   2   1   2   2   2   2   1   1   2   2   1   2   1   1   1   1   2   A   A   A   A   A   A   A   1   1   2   2   1   2   1   1   1  24   2   1   1   2   1   2   2   2   2                                                                1   1   2   2   2   2   2                                                                1   2   2   2   2   2   1Exercise Science                                                2   1   1   2   2   2   2   1   1   2   2   1   2   2   2   2   2   2   2   2   2   1   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   1   2   2   2   2   2   2   2   2   2   2   2   2   1   2 2
Maryland                         21  144         342              142.1058445           0   794     8     6     3     2     1     2   11559395 213.1587667         34209   2   2  70   2   1   2   1   2   1   2   1   1   2   2   1   2   1   2   1   1   2   1   1   1   1   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   4   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   1   1   2   1   1   1   2   1   1   1   2   1   1   1   2   1   1   1   1   2   1   1   1   2   1   2   2   1   1   2   2   2   2   2   2   2   1   1   1   1   1   1   2   1   4   A   A   A   A   A   A   A   A   A   1   1   1   1   1   2   1   1   2   A   A   A   A   A   A   A   2   1   2   2   2   1   1   1   1   2   2   C   2   1   1   1   1   1   1   1   1   1   1   1   2   1   1   2   2   1   1   1   1   2   1   1   1   1   C   C   C   C   C   C   C   C   C   C   C   C   C   0   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   1   1   1   1   1   2   1   1   1   1   A   1   2   2   1   1   1   1   1   2   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   3   4   4   3   2   3   2   3   3   3   2   2   3   A   A   A   A   A   A   A   A   A   1   1   1   1   1   2   2   2   2   1   2   2   1   1   2   2   2   2   2   1   1   1   2   A   A   A   A   A   A   A   1   2   2   2   1   1   1   1   1  11   2   2   1   1   2   2   2   2   2                                                                1   2   2   2   2   2   1Athletic Training                                               1   2   2   1   2   2   2                                                                1   1   1   2   2   2   2   1   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   1   2   1   2   1   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   1 2
Maryland                         21  144         342              142.1058445           0   794     8     6     3     2     1     2   11559395 213.1587667         34210   2   2  99   2   2   2   1   2   2   2   1   1   2   1   2   2   2   2   1   1   2   1   1   1   1   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   1   1   2   1   1   1   2   1   1   1   2   1   1   1   2   1   1   1   1   2   1   1   1   2   1   2   2   1   1   2   2   2   2   2   2   2   1   1   1   1   1   1   1   1   4   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   2   1   2   2   2   1   1   1   1   2   2   2   2   1   1   1   1   1   1   1   1   1   1   1   2   1   1   2   2   1   1   1   1   2   1   1   1   1   C   C   C   C   C   C   C   C   C   C   C   C   C   0   1   1   1   A   A   A   1   1   1   1   1   2   2   2   2   2   1   1   1   1   1   1   1   1   1   1   1   1   1   1   0   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   1   1   1   1   1   1   3   4   4   3   2   3   2   3   3   2   2   3   1   A   A   A   A   A   A   A   A   A   1   1   1   1   1   2   2   2   2   1   2   2   1   1   2   2   2   2   2   1   1   1   2   A   A   A   A   A   A   A   1   2   2   2   1   1   1   1   1  11   2   2   1   1   2   2   2   2   2                                                                1   2   2   2   2   2   1Athletic Training                                               1   2   2   1   2   2   2                                                                1   1   1   2   2   2   2   1   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   1   2   1   2   1   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   1 2
Maryland                         21  147         346               94.2256351           0  1412    12     9     3     2     1     3    2400510  93.8963381         34601   2   1  15   1   1   1   1   1   1   1   1   1   1   1   1   2   1   2   1   1   2   1   1   1   2   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   6   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   3   1   1   1   1   1   1   2   1   2   1   1   1   1   2   1   1   1   1   1   2   1   1   1   1   1   2   1   1   3   1   1   1   1   2   1   1   1   1   1   2   1   2   2   1   1   1   1   1   1   2   1   1   1   1   2   2   2   1   1   1   1   2   1   2   2   2   1   2   1   1   1   1   1   8   1   1   2   1   1   1   1   1   1   1   1   1   1   1   1   1   1   5   1   1   1   1   1   1   1   2   1   2   2   2   2   A   A   A   A   A   A   1   2   1   1   1   1   1   1   2   1   2   1   1   1   1   2   2   1   1   1   1   1   1   1   1   8   1   1   1   1   1   2   2   1   1   1   2   1   1   1   1   1   1   A   A   A   1   1   1   1   1   1   1   2   2   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   3   2   2   1   2   1   2   2   2   2   2   A   1   1   1   1   1   1   1   1   1   2   3   2   2   1   1   1   2   2   2   2   2   2   2   2   1   1   1   1   1   1   1   1   1   3   3   3   3   4   1   2   1   3   1   4   3   1   A   A   A   A   A   A   A   A   A   1   1   2   1   1   2   2   2   2   2   1   2   1   1   2   1   1   2   1   1   1   2   2   A   A   A   A   A   A   A   2   A   A   A   A   A   A   A   A   3   2   2   1   1   1   2   2   2   2                                                                2   A   A   A   A   A   A                                                                1   2   2   2   2   2   1Sports management                                               1   1   1   2   2   2   2   1   1   1   1   1   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   1   2   2   2   2   2   2   2   2   2   2   2   2   2   2   1   1   2   1   2   2   2   2   2   2   2   2   2   2   2   2   2   1 2
Maryland                         21  147         347               94.2256351           0  1644    12     9     3     2     1     3    2400510  93.8963381         34701   2   1  30   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1  11   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   6   1   2   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   2   1   1   1   1   1   1   1   2   2   1   1   1   1   2   1   1   1   1   1   1   1   2   2   1   2   1   1   1   1   2   1   1   3   1   1   1   1   1   1   1   1   1   1   1   2   2   1   1   1   1   1   1   1   5   1   1   1   1   1   1   1   1   4   1   1   1   1   1   1   1   1   6   1   1   1   1   1   1   6   2   2   1   2   1   2   A   A   A   A   A   A   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1  11   1   1   1   1   1   1   1   1   1   1   1   1   1   8   1   1   1   A   A   A   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   8   1   1   1   1   1   1   1   1   1   1   A   1   1   1   1   1   1   1   1   1   1  10   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   4   3   3   3   3   1   3   1   3   1   3   3   1   A   A   A   A   A   A   A   A   A   2   1   1   1   1   1   2   1   1   1   1   1   1   1   1   1   1   2   1   1   1   1   1   A   A   A   A   A   A   A   2   A   A   A   A   A   A   A   A  14   2   2   1   1   1   2   2   2   2                                                                1   2   2   1   2   2   2                                                                1   2   2   2   2   2   1Athletic Training                                               1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   2   2   2   2   1   2   2   2   2   1   2   2   2   1   1   2   2   2   2   1   1   2   2   1   1   1   1   2   1   1   1   1   2   1   2   2   1   2   2   2   2   2   2 2
Massachusetts                    22  151         362              282.2555769           0   406     4     0     1     2     1     1    2511460 740.4022502         36201   2   A  22   2   2   1   1   2   2   2   2   1   2   2   1   2   2   2   2   2   2   2   2   2   2   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   1   1   2   1   2   1   2   2   2   2   2   A   2   2   1   1   2   A   A   2   2   2   2   2   2   2   2   2   0   2   2   2   1   2   2   2   2   2   1   2   A   A   A   A   2   2   2   2   2   2   2   2  11   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   2   A   1   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   0   2   2   2   2   2   2   2   2   2   2   2   2   2   0   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   2   2   2   2   2   A   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   0   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   1   1   1   1   1   1   1   1   1   1   1   2   1   A   A   A   A   A   A   A   A   A   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   1   2   1   2   2   2   2   2   2   2   2   2   A   A   A   A   A   A   A   A   5   2   2   1   1   1   2   2   2   2                                                                2   A   A   A   A   A   A                                                                1   2   2   1   2   2   2                                                                1   1   1   A   2   2   1   1   2   2   2   2   1   2   1   1   1   2   2   1   2   2   2   2   2   2   2   1   2   1   2   2   2   1   2   1   2   1   2   2   2   2   2   2   1   2   2   1   1   1   2   1   2   1   2   1   2   2   1   1   2   2 2
Massachusetts                    22  151         362              282.2555769           0   406     4     0     1     2     1     1    2511460 740.4022502         36202   2   A  22   2   2   1   1   2   2   2   2   1   2   2   1   2   2   2   2   1   2   2   2   1   2   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   1   1   2   1   2   1   2   2   2   2   2   A   2   2   1   1   2   A   A   2   2   2   2   2   2   2   2   2   3   2   2   2   1   2   2   2   1   1   1   1   A   A   A   A   2   2   2   2   2   2   2   2  11   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   2   A   1   2   1   2   2   2   2   2   2   2   2   1   2   2   2   2   2   2   2   2   2   2   2   0   2   2   2   2   2   2   2   2   2   2   2   2   2   0   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   2   2   2   2   2   A   1   2   2   2   2   2   2   2   2   2   2   2   2   2   2   0   1   1   2   2   2   2   2   2   2   2   2   1   2   2   2   2   2   2   2   2   2   2   2   2   2   1   1   1   2   1   1   1   1   3   1   A   A   A   A   A   A   A   A   A   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   1   2   1   2   2   2   2   2   2   2   2   2   A   A   A   A   A   A   A   A   5   2   2   1   1   1   2   2   2   2                                                                2   A   A   A   A   A   A                                                                1   2   2   1   2   2   2                                                                1   1   1   A   2   2   1   1   2   2   2   2   1   2   1   1   1   2   2   1   2   2   2   2   2   2   2   1   2   1   2   2   2   1   2   1   2   1   2   2   2   2   2   2   1   2   2   1   1   1   2   1   2   1   2   1   2   2   1   1   2   2 2
Massachusetts                    22  152         363              282.2555769           0   245     2     0     1     2     1     1    2511460 444.2413501         36301   2   A  24   1   1   1   1   2   2   2   1   1   2   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   2   2   2   2   2   1   2   2   1   1   1   1   1   2   2   1   2   2   1   2   2   1   1   1   2   2   2   1   1   1   2   1   1   1   2   1   1   2   1   2   1   1   1   2   2   1   2   1   1   1   1   1   1   1   1   1   1   1   2   A   1   1   1   1   1   A   A   2   1   1   2   1   1   1   2   2   3   1   1   1   1   1   1   1   1   1   1   1   A   A   A   A   1   1   2   1   1   1   1   2   1   2   2   2   2   2   A   A   A   A   A   A   A   2   2   2   2   2   2   2   2   C   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   1   2   2   2   2   2   A   A   A   A   A   A   2   A   1   1   1   1   1   2   2   1   1   1   2   1   1   1   2   2   2   2   2   2   2   2   2   0   2   2   2   2   2   2   2   2   2   2   2   2   2   C   1   1   1   1   1   1   1   1   A   A   A   A   A   1   1   1   1   1   2   2   2   1   2   1   2   1   2   2   1   2   4   1   1   1   1   1   A   1   1   2   1   1   1   1   1   2   1   2   1   1   2   2   4   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   2   1   2   2   2   3   2   1   1   4   1   1   2   1   1   2   1   A   A   A   A   A   A   A   A   A   2   2   2   2   1   2   2   2   2   1   2   1   1   2   2   1   2   2   2   1   2   2   2   1   1   1   1   1   1   1   2   A   A   A   A   A   A   A   A   9   2   2   1   2   1   2   2   2   2                                                                2   A   A   A   A   A   A                                                                1   2   2   2   2   2   1ATHLETIC ADMIN                                                  1   1   2   A   2   2   2   1   2   2   2   2   2   2   1   2   2   2   2   2   2   2   1   2   2   2   2   2   2   1   2   2   2   2   2   1   2   2   1   1   2   2   1   1   1   1   2   2   2   2   2   2   2   2   2   1   2   2   2   2   2   2 2
Massachusetts                    22  152         363              282.2555769           0   245     2     0     1     2     1     1    2511460 444.2413501         36302   2   A  25   1   1   1   1   2   2   2   1   1   2   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   2   2   2   2   2   1   2   2   1   1   1   1   1   2   2   2   2   2   1   2   2   1   1   1   2   2   2   1   1   1   2   1   1   1   2   1   1   2   1   2   1   1   1   2   2   1   2   1   1   1   1   1   1   1   1   1   1   1   2   A   1   1   1   1   1   A   A   2   1   1   2   1   1   1   2   2   3   1   1   1   1   1   1   1   1   1   1   1   A   A   A   A   1   1   2   1   1   1   1   2   1   2   2   2   2   2   A   A   A   A   A   A   A   2   2   2   2   2   2   2   2   0   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   1   2   2   2   2   2   A   A   A   A   A   A   2   A   1   1   1   1   1   2   2   1   1   1   2   1   1   1   2   2   2   2   2   2   2   2   2   0   2   2   2   2   2   2   2   2   2   2   2   2   2   0   1   1   1   1   1   1   1   1   A   A   A   A   A   1   1   1   1   1   2   2   2   1   2   1   2   1   2   2   1   2   4   1   1   1   1   1   A   1   1   2   1   1   1   1   1   2   1   2   1   1   2   2   4   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   2   1   2   2   2   3   2   1   1   4   1   1   2   1   1   2   1   A   A   A   A   A   A   A   A   A   2   2   2   2   1   2   2   2   2   1   2   1   1   2   2   1   2   2   2   1   2   2   2   1   1   1   1   1   1   1   2   A   A   A   A   A   A   A   A   9   2   2   1   2   1   2   2   2   2                                                                2   A   A   A   A   A   A                                                                1   2   2   2   2   2   1Athletic Administration                                         1   1   2   A   2   2   2   1   2   2   2   2   2   2   1   2   2   2   2   2   2   2   1   2   2   2   2   2   2   1   2   2   2   2   2   1   2   2   1   1   2   2   1   1   1   1   2   2   2   2   2   2   2   2   2   1   2   2   2   2   2   2 2
Massachusetts                    22  152         364              153.0942323           0   581    12     9     1     2     1     3    2511460 152.5592030         36401   2   2  16   1   1   1   1   1   1   1   1   1   1   1   2   1   1   1   1   1   1   2   2   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1  10   1   1   1   2   2   2   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   3   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   2   1   1   1   1   1   1   1   1  10   1   1   1   1   1   1   1   1   1   1   2   1   1   1   1   1   1   1   1   1   2   1   1   3   1   1   1   2   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1  11   1   1   1   1   1   1   1   1   3   1   1   1   1   1   2   1   1   2   1   1   1   1   1   1   2   1   2   1   1   1   2   A   A   A   A   A   A   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   3   1   1   1   1   1   1   1   1   1   1   1   1   1   2   1   1   1   A   A   A   1   1   1   1   1   1   2   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   4   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   1   2   1   1   1   1   1   1   1   1   1   1   2   1   1   1   1   1   1   1   1   1   2   4   4   3   3   2   1   3   4   1   2   3   1   A   A   A   A   A   A   A   A   A   1   3   1   1   1   2   2   1   1   1   1   1   1   1   2   1   1   1   1   1   1   1   2   A   A   A   A   A   A   A   1   1   2   2   1   1   1   1   1  10   2   1   1   2   1   2   2   2   2                                                                1   2   2   2   2   2   1sport med.                                                      1   1   2   2   2   2   2                                                                1   1   1   2   2   2   2   1   2   2   1   1   1   2   1   2   2   2   2   1   2   1   2   1   1   2   1   2   1   2   2   2   2   2   2   1   2   2   1   1   1   2   2   1   1   1   2   2   1   1   1   2   2   2   2   1   1   2   2   1   1   2 2
Massachusetts                    22  154         369              146.8097861           1   480    12     5     1     1     4     2    2500523 146.8097861         36901   2   2  23   1   1   1   1   2   2   2   2   1   2   1   1   2   1   1   1   1   1   1   2   2   2   1   1   1   1   1   1   1   1   2   2   2   2   2   2   2   2   1   1   1   1   1   1   1   2   1   1   1   1   1   1   1   1   1   1   1   1   1   2   2   2   2   1   1   1   1   1   1   1   2   1   1   1   2   1   1   1   1   1   1   2   2   1   1   2   2   1   1   1   2   2   2   1   1   1   1   1   1   1   2   1   1   1   1   1   1   1   1   2   2   1   1   1   2   2   2   1   1   1   2   2   2   2   2   1   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   2   2   1   2   2   2   2   2   2   2   1   2   2   2   2   2   2   2   2   2   2   2   2   2   0   1   1   1   A   A   A   1   1   1   2   2   2   2   1   1   2   2   1   1   1   2   2   2   2   2   1   1   2   1   1   1   2   2   1   2   1   2   1   1   2   2   A   2   2   2   2   2   2   1   1   1   2   1   1   2   2   1   1   2   1   1   1   1   2   1   2   2   2   2   2   2   2   1   2   1   2   3   3   3   2   1   2   1   2   1   3   4   1   A   A   A   A   A   A   A   A   A   1   3   1   2   2   2   2   2   2   2   2   2   1   2   2   2   1   2   1   1   1   1   2   A   A   A   A   A   A   A   2   A   A   A   A   A   A   A   A   1   2   1   1   2   2   2   2   2   1History and Sociology                                           2   A   A   A   A   A   A                                                                2   A   A   A   A   A   A                                                                2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   1   2   2   2   2   2   2   2   1   1   1   1   2   2   2   2   2   2   2   2   2   2   1   1   2   2   2   2   2   2   2   2   1   2   2   2   2   1   1   1   2   2   1   2   2   1   2 2
Massachusetts                    22  154         369              146.8097861           1   480    12     5     1     1     4     2    2500523 146.8097861         36902   2   2  18   1   2   1   1   2   2   2   2   1   2   1   1   2   1   1   1   1   2   1   2   1   2   1   1   1   1   1   1   1   1   2   1   2   1   1   1   1   2   1   2   1   1   1   1   1   1   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   2   2   2   1   2   2   2   1   2   2   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   2   1   2   2   2   1   1   1   1   3   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   2   2   2   1   1   1   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   0   1   1   1   A   A   A   1   1   2   2   2   2   2   1   1   1   1   1   1   1   2   2   2   2   1   1   1   1   1   1   2   2   2   1   2   2   2   1   1   2   2   A   2   2   2   2   2   2   1   1   1   2   1   1   2   2   1   1   2   1   1   1   1   2   1   2   1   1   1   1   1   2   2   1   1   2   4   4   4   2   2   2   1   2   1   3   3   2   A   A   A   A   A   A   A   A   A   1   3   1   1   1   2   2   2   2   1   1   2   1   2   2   1   1   2   1   1   1   1   2   A   A   A   A   A   A   A   2   A   A   A   A   A   A   A   A   1   2   1   1   2   2   2   2   2   1History and Sociology                                           2   A   A   A   A   A   A                                                                2   A   A   A   A   A   A                                                                2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   1   2   2   2   2   2   2   2   1   1   1   1   2   2   2   2   2   2   2   2   2   2   1   1   2   2   2   2   2   2   2   2   1   2   2   2   2   1   1   1   2   2   1   2   2   1   2 2
Michigan                         23  155         372              118.9435919           0   165    12     9     2     4     1     3    2627390 118.5279113         37201   2   2  18   1   2   1   1   1   1   1   1   1   1   1   1   2   1   2   2   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   3   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   A   1   1   1   1   1   1   1   1   1   1   1   1   1   2   1   1   2   1   1   2   1   1   1   1   1   1   1   1   3   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   4   1   1   1   1   1   1   1   1   1   1   1   2   1   1   1   1   1   1   1   1   4   1   1   1   1   1   1   1   1   4   1   1   1   1   1   1   1   1   3   1   1   1   1   1   1   3   2   2   1   1   2   2   A   A   A   A   A   A   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   2   1   1   1   1   1   1   1   1   1   1   1   1   1   2   1   1   1   A   A   A   1   1   1   1   1   1   2   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   2   1   1   1   2   1   1   1   2   1   2   A   1   1   1   1   1   1   1   1   1   1   2   1   1   2   2   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   3   4   4   4   3   2   4   3   2   2   3   3   1   A   A   A   A   A   A   A   A   A   1   3   1   1   1   2   1   1   2   1   1   1   2   1   1   2   1   1   1   1   1   2   2   A   A   A   A   A   A   A   1   1   2   2   1   1   1   2   1  15   2   1   1   1   1   2   2   2   2                                                                2   A   A   A   A   A   A                                                                2   A   A   A   A   A   A                                                                2   1   1   2   1   2   1   1   2   1   1   2   1   1   1   1   2   2   2   2   1   2   2   2   2   2   1   2   2   2   2   1   2   1   2   2   1   2   1   1   1   1   1   1   2   1   2   2   1   2   2   2   2   2   2   2   2   1   2   1   1   2 2
Michigan                         23  156         373              148.6890743           0   891    12     9     2     2     1     3    2632370 148.1694401         37301   2   1  30   1   1   1   1   1   1   1   1   1   1   1   1   2   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   2   1   1   2  11   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1  11   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   2   1   2  11   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   2  11   1   1   1   2   1   1   1   1   2   1   1   1   2   1   1   1   1   1   1   2   4   1   1   1   1   1   1   2   2   4   1   1   1   1   1   1   1   1   4   1   1   1   1   1   1   4   2   2   1   2   1   2   A   A   A   A   A   A   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   2   1   1   1   1   1   1   2   3   1   1   1   1   2   2   2   2   1   1   1   1   1   2   1   1   1   A   A   A   1   1   1   1   1   1   2   2   2   2   1   1   2   2   1   1   1   1   1   1   1   1   1   2   2   2   2   2   2   2   2   2   1   1   2   A   2   2   2   2   2   2   2   2   2   2   2   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   2   1   1   1   1   1   3   4   4   2   2   3   3   3   4   2   2   2   2   A   A   A   A   A   A   A   A   A   1   2   2   1   1   2   2   1   2   1   1   2   1   1   2   1   2   2   2   1   1   1   1   A   A   A   A   A   A   A   1   1   1   1   1   1   1   1   1   8   2   1   1   1   2   2   2   2   2                                                                1   2   2   1   2   2   2                                                                1   2   2   1   2   2   2                                                                1   1   1   2   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2   1   1   2   2   1   2   2   2   2   2   1   1   2   1   2   2   2   2   2   2   2   2   2   2   2   2   2   1 2
